x,y
15.72,1
-10.17,1
7.40,1
4.62,1
-6.47,1
0.92,1
-5.55,1
11.09,1
-23.11,1
-21.26,1
5.55,1
-12.02,1
5.55,1
10.17,1
10.17,1
11.09,1
3.70,1
20.34,1
-1.85,1
12.02,1
0.92,1
0.92,1
-1.85,1
-13.87,1
-2.77,1
5.55,1
16.64,1
4.62,1
-0.92,1
-22.19,1
8.32,1
-19.41,1
14.79,1
14.79,1
13.87,1
0.92,1
-10.17,1
16.64,1
15.72,1
10.17,1
4.62,1
-2.77,1
11.09,1
13.87,1
25.88,1
-15.72,1
-18.49,1
-29.58,1
0.92,1
-3.70,1
2.77,1
-0.92,1
18.49,1
-2.77,1
-0.00,1
-36.98,1
-9.24,1
23.11,1
3.70,1
11.09,1
2.77,1
-14.79,1
-3.70,1
-12.02,1
-20.34,1
8.32,1
4.62,1
-22.19,1
21.26,1
0.92,1
-5.55,1
6.47,1
8.32,1
7.40,1
-6.47,1
12.02,1
9.24,1
-12.02,1
-10.17,1
-4.62,1
-1.85,1
-5.55,1
11.09,1
-12.02,1
-7.40,1
-24.04,1
14.79,1
-11.09,1
21.26,1
-12.02,1
-0.92,1
-18.49,1
1.85,1
-10.17,1
0.92,1
-9.24,1
9.24,1
12.94,1
9.24,1
19.41,1
-22.19,1
-1.85,1
14.79,1
-16.64,1
7.40,1
-4.62,1
0.00,1
10.17,1
-28.66,1
1.85,1
15.72,1
-15.72,1
27.73,1
0.92,1
-12.94,1
24.96,1
-14.79,1
-5.55,1
-8.32,1
9.24,1
16.64,1
5.55,1
-18.49,1
0.00,1
0.92,1
-10.17,1
32.35,1
30.51,1
9.24,1
6.47,1
-0.92,1
-12.94,1
-3.70,1
4.62,1
1.85,1
24.04,1
12.02,1
-8.32,1
19.41,1
-8.32,1
10.17,1
-19.41,1
-17.56,1
-14.79,1
12.02,1
17.56,1
-5.55,1
8.32,1
-16.64,1
-43.45,1
19.41,1
6.47,1
17.56,1
-0.00,1
14.79,1
10.17,1
5.55,1
-0.92,1
-7.40,1
18.49,1
-9.24,1
19.41,1
37.90,1
-4.62,1
-4.62,1
-1.85,1
-21.26,1
4.62,1
-6.47,1
3.70,1
-28.66,1
-25.88,1
1.85,1
4.62,1
18.49,1
12.02,1
-15.72,1
-21.26,1
6.47,1
-20.34,1
-3.70,1
-4.62,1
1.85,1
-11.09,1
-14.79,1
-9.24,1
5.55,1
0.92,1
10.17,1
-2.77,1
6.47,1
9.24,1
14.79,1
1.85,1
0.00,1
11.09,1
24.04,1
3.70,1
6.47,1
-35.13,1
22.19,1
-4.62,1
-12.02,1
10.17,1
-12.02,1
0.00,1
-9.24,1
2.77,1
-7.40,1
-14.79,1
8.32,1
-11.09,1
-26.81,1
-1.85,1
8.32,1
16.64,1
10.17,1
-11.09,1
-1.85,1
1.85,1
9.24,1
-5.55,1
-10.17,1
-6.47,1
-5.55,1
23.11,1
7.40,1
-13.87,1
12.02,1
7.40,1
12.94,1
2.77,1
5.55,1
-2.77,1
0.00,1
-9.24,1
-3.70,1
13.87,1
-1.85,1
-11.09,1
1.85,1
-1.85,1
-12.02,1
18.49,1
-5.55,1
7.40,1
7.40,1
-14.79,1
-2.77,1
-23.11,1
8.32,1
19.41,1
2.77,1
-9.24,1
-26.81,1
-0.92,1
1.85,1
-21.26,1
-6.47,1
-12.02,1
-8.32,1
13.87,1
-0.92,1
-15.72,1
3.70,1
-2.77,1
3.70,1
-26.81,1
0.00,1
23.11,1
-4.62,1
4.62,1
9.24,1
1.85,1
-23.11,1
-2.77,1
1.85,1
-10.17,1
10.17,1
11.09,1
6.47,1
-8.32,1
-1.85,1
16.64,1
9.24,1
2.77,1
-21.26,1
-0.92,1
-0.92,1
-16.64,1
5.55,1
-11.09,1
11.09,1
18.49,1
-9.24,1
0.00,1
14.79,1
-23.11,1
-10.17,1
35.13,1
-13.87,1
3.70,1
0.00,1
7.40,1
-20.34,1
-18.49,1
0.92,1
-0.00,1
4.62,1
10.17,1
12.94,1
-8.32,1
-31.43,1
-11.09,1
-11.09,1
1.85,1
-1.85,1
-18.49,1
12.02,1
-0.92,1
9.24,1
4.62,1
-3.70,1
3.70,1
-17.56,1
-17.56,1
-3.70,1
39.75,1
-16.64,1
0.92,1
16.64,1
19.41,1
-4.62,1
-1.85,1
-5.55,1
12.02,1
-14.79,1
-9.24,1
6.47,1
-10.17,1
-9.24,1
-6.47,1
12.02,1
-11.09,1
7.40,1
19.41,1
15.72,1
-24.96,1
-1.85,1
14.79,1
9.24,1
-1.85,1
34.20,1
-4.62,1
4.62,1
4.62,1
-22.19,1
7.40,1
0.92,1
-2.77,1
-4.62,1
-20.34,1
-2.77,1
-0.00,1
-4.62,1
-28.66,1
-1.85,1
-20.34,1
0.92,1
-0.00,1
22.19,1
-25.88,1
-8.32,1
-7.40,1
28.66,1
-5.55,1
0.92,1
9.24,1
-39.75,1
12.94,1
7.40,1
-12.94,1
24.04,1
5.55,1
-21.26,1
-18.49,1
-7.40,1
-0.92,1
-11.09,1
25.88,1
2.77,1
16.64,1
-6.47,1
1.85,1
12.94,1
-6.47,1
4.62,1
-12.94,1
9.24,1
-0.92,1
21.26,1
34.20,1
2.77,1
-8.32,1
-9.24,1
-18.49,1
-24.04,1
-23.11,1
-1.85,1
-10.17,1
-4.62,1
0.92,1
14.79,1
-22.19,1
-5.55,1
-12.02,1
24.96,1
17.56,1
-18.49,1
-8.32,1
28.66,1
-3.70,1
25.88,1
-4.62,1
0.00,1
12.94,1
14.79,1
-12.94,1
1.85,1
0.00,1
12.94,1
-11.09,1
5.55,1
-13.87,1
12.94,1
-0.92,1
-24.96,1
-4.62,1
-10.17,1
14.79,1
3.70,1
-15.72,1
-12.02,1
22.19,1
11.09,1
-17.56,1
0.00,1
5.55,1
7.40,1
-4.62,1
-11.09,1
-8.32,1
-1.85,1
-14.79,1
10.17,1
29.58,1
4.62,1
-18.49,1
7.40,1
-11.09,1
36.05,1
10.17,1
6.47,1
-10.17,1
-5.55,1
6.47,1
16.64,1
6.47,1
-10.17,1
-2.77,1
24.96,1
7.40,1
12.02,1
9.24,1
15.72,1
6.47,1
-3.70,1
21.26,1
0.00,1
8.32,1
-0.00,1
-15.72,1
17.56,1
8.32,1
-14.79,1
-31.43,1
-13.87,1
4.62,1
-2.77,1
-11.09,1
-10.17,1
-5.55,1
0.92,1
4.62,1
6.47,1
-2.77,1
12.94,1
-3.70,1
-5.55,1
15.72,1
-9.24,1
-19.41,1
-1.85,1
8.32,1
-12.02,1
10.17,1
-4.62,1
-10.17,1
-3.70,1
12.02,1
28.66,1
-11.09,1
-6.47,1
-9.24,1
-2.77,1
-12.94,1
-5.55,1
-13.87,1
18.49,1
-15.72,1
1.85,1
12.94,1
7.40,1
2.77,1
9.24,1
17.56,1
23.11,1
0.92,1
16.64,1
-17.56,1
3.70,1
-1.85,1
5.55,1
-11.09,1
-0.92,1
-0.92,1
-22.19,1
-16.64,1
-9.24,1
0.00,1
11.09,1
-2.77,1
-22.19,1
2.77,1
-3.70,1
0.92,1
18.49,1
-7.40,1
8.32,1
-0.00,1
1.85,1
15.72,1
2.77,1
12.02,1
-15.72,1
3.70,1
1.85,1
11.09,1
28.66,1
0.92,1
-20.34,1
-0.92,1
9.24,1
11.09,1
16.64,1
-6.47,1
10.17,1
-4.62,1
12.02,1
-36.98,1
13.87,1
-5.55,1
-0.00,1
-4.62,1
-13.87,1
-11.09,1
-7.40,1
-8.32,1
20.34,1
-24.96,1
-4.62,1
14.79,1
3.70,1
11.09,1
-15.72,1
0.92,1
25.88,1
13.87,1
16.64,1
-16.64,1
-1.85,1
-0.92,1
7.40,1
12.94,1
-27.73,1
0.00,1
4.62,1
20.34,1
-2.77,1
-4.62,1
0.92,1
-14.79,1
-9.24,1
10.17,1
0.92,1
24.04,1
-0.92,1
10.17,1
-4.62,1
-27.73,1
9.24,1
11.09,1
-12.94,1
4.62,1
-21.26,1
-13.87,1
-0.92,1
-6.47,1
4.62,1
-27.73,1
-2.77,1
12.94,1
2.77,1
-15.72,1
32.35,1
-0.92,1
10.17,1
-8.32,1
8.32,1
-5.55,1
-33.28,1
-13.87,1
-30.51,1
-20.34,1
7.40,1
-11.09,1
-7.40,1
-3.70,1
-3.70,1
-42.52,1
23.11,1
-27.73,1
-4.62,1
-19.41,1
-16.64,1
-9.24,1
-6.47,1
10.17,1
-10.17,1
2.77,1
24.04,1
4.62,1
12.94,1
2.77,1
26.81,1
-21.26,1
-16.64,1
-17.56,1
-18.49,1
-12.94,1
25.88,1
1.85,1
12.02,1
-3.70,1
1.85,1
-18.49,1
-22.19,1
1.85,1
-8.32,1
-14.79,1
-23.11,1
7.40,1
-12.02,1
1.85,1
-31.43,1
-8.32,1
-11.09,1
33.28,1
-2.77,1
-0.00,1
-37.90,1
3.70,1
-14.79,1
-2.77,1
-24.96,1
0.92,1
17.56,1
-17.56,1
-10.17,1
-15.72,1
16.64,1
-12.02,1
17.56,1
18.49,1
13.87,1
4.62,1
21.26,1
15.72,1
-3.70,1
7.40,1
-0.92,1
5.55,1
10.17,1
14.79,1
-1.85,1
14.79,1
36.98,1
-12.02,1
-0.00,1
-7.40,1
-5.55,1
-5.55,1
-12.02,1
6.47,1
1.85,1
-23.11,1
0.00,1
-16.64,1
0.92,1
15.72,1
-38.83,1
-30.51,1
-3.70,1
-9.24,1
-12.02,1
10.17,1
10.17,1
-4.62,1
23.11,1
-1.85,1
-3.70,1
21.26,1
26.81,1
2.77,1
-16.64,1
9.24,1
-9.24,1
20.34,1
13.87,1
-8.32,1
-5.55,1
-1.85,1
24.96,1
-3.70,1
28.66,1
-0.92,1
14.79,1
-0.92,1
-10.17,1
-5.55,1
2.77,1
-3.70,1
4.62,1
15.72,1
16.64,1
-13.87,1
-13.87,1
11.09,1
32.35,1
12.02,1
-4.62,1
21.26,1
23.11,1
6.47,1
-18.49,1
-5.55,1
16.64,1
-6.47,1
12.02,1
-1.85,1
17.56,1
-22.19,1
11.09,1
16.64,1
12.94,1
-9.24,1
3.70,1
-24.04,1
8.32,1
-22.19,1
-0.92,1
-8.32,1
13.87,1
-4.62,1
17.56,1
-3.70,1
-13.87,1
5.55,1
-3.70,1
-12.94,1
-8.32,1
5.55,1
4.62,1
15.72,1
0.92,1
24.04,1
-1.85,1
-5.55,1
-18.49,1
31.43,1
23.11,1
-2.77,1
-5.55,1
-8.32,1
-2.77,1
7.40,1
-9.24,1
-2.77,1
20.34,1
-0.92,1
-0.00,1
7.40,1
-12.94,1
5.55,1
2.77,1
-18.49,1
-34.20,1
13.87,1
-25.88,1
10.17,1
-17.56,1
3.70,1
16.64,1
4.62,1
9.24,1
11.09,1
-19.41,1
-24.96,1
6.47,1
-12.94,1
12.02,1
-7.40,1
-10.17,1
-18.49,1
-24.04,1
-9.24,1
-5.55,1
-10.17,1
3.70,1
3.70,1
-1.85,1
2.77,1
-31.43,1
-4.62,1
-11.09,1
-19.41,1
-3.70,1
0.92,1
11.09,1
-13.87,1
23.11,1
7.40,1
22.19,1
27.73,1
-4.62,1
-13.87,1
14.79,1
9.24,1
-21.26,1
-6.47,1
-9.24,1
9.24,1
-6.47,1
-13.87,1
-17.56,1
-14.79,1
-20.34,1
-14.79,1
16.64,1
-3.70,1
18.49,1
11.09,1
5.55,1
-1.85,1
-1.85,1
1.85,1
7.40,1
3.70,1
3.70,1
0.00,1
24.96,1
5.55,1
-13.87,1
-12.94,1
4.62,1
16.64,1
-12.02,1
8.32,1
-13.87,1
10.17,1
7.40,1
-12.02,1
-9.24,1
-9.24,1
-1.85,1
6.47,1
2.77,1
-0.92,1
5.55,1
-0.92,1
-8.32,1
-10.17,1
-1.85,1
-4.62,1
9.24,1
7.40,1
24.96,1
-17.56,1
0.92,1
-20.34,1
17.56,1
-1.85,1
13.87,1
-26.81,1
0.00,1
-24.96,1
-7.40,1
5.55,1
30.51,1
-8.32,1
-4.62,1
-12.02,1
13.87,1
-7.40,1
17.56,1
17.56,1
0.92,1
10.17,1
-29.58,1
4.62,1
-24.04,1
-16.64,1
-10.17,1
-12.94,1
0.92,1
-1.85,1
5.55,1
-1.85,1
36.05,1
-1.85,1
-1.85,1
-7.40,1
-16.64,1
4.62,1
-7.40,1
-7.40,1
-27.73,1
17.56,1
7.40,1
-29.58,1
-11.09,1
11.09,1
-16.64,1
16.64,1
18.49,1
29.58,1
0.00,1
-0.92,1
-10.17,1
30.51,1
9.24,1
0.00,1
-14.79,1
-20.34,1
-0.92,1
1.85,1
-24.04,1
2.77,1
20.34,1
-24.04,1
-5.55,1
15.72,1
-7.40,1
-2.77,1
30.51,1
3.70,1
29.58,1
16.64,1
1.85,1
9.24,1
-10.17,1
-5.55,1
5.55,1
-8.32,1
-27.73,1
18.49,1
-16.64,1
-17.56,1
3.70,1
-15.72,1
-13.87,1
8.32,1
20.34,1
-0.92,1
-12.94,1
11.09,1
8.32,1
-11.09,1
5.55,1
-0.00,1
3.70,1
-1.85,1
-20.34,1
-10.17,1
-2.77,1
-13.87,1
9.24,1
-1.85,1
-1.85,1
-11.09,1
6.47,1
-9.24,1
12.02,1
-7.40,1
-25.88,1
15.72,1
38.83,1
-12.94,1
15.72,1
15.72,1
2.77,1
-15.72,1
-3.70,1
-0.92,1
-29.58,1
0.92,1
-1.85,1
43.45,1
18.49,1
0.92,1
-10.17,1
-1.85,1
-3.70,1
-2.77,1
24.04,1
-10.17,1
7.40,1
18.49,1
4.62,1
-0.00,1
-3.70,1
14.79,1
2.77,1
-6.47,1
-18.49,1
-4.62,1
-17.56,1
16.64,1
-0.92,1
17.56,1
-14.79,1
17.56,1
9.24,1
-4.62,1
-3.70,1
8.32,1
25.88,1
13.87,1
0.92,1
2.77,1
-5.55,1
11.09,1
27.73,1
3.70,1
-7.40,1
1.85,1
-0.92,1
-10.17,1
9.24,1
-2.77,1
-4.62,1
20.34,1
-12.94,1
23.11,1
1.85,1
1.85,1
-12.02,1
12.02,1
17.56,1
2.77,1
5.55,1
-17.56,1
0.92,1
-12.94,1
6.47,1
19.41,1
-4.62,1
12.02,1
-13.87,1
20.34,1
14.79,1
7.40,1
-14.79,1
11.09,1
-0.00,1
-1.85,1
8.32,1
3.70,1
0.92,1
-0.92,1
-0.00,1
17.56,1
29.58,1
29.58,1
-5.55,1
11.09,1
36.98,1
10.17,1
13.87,1
10.17,1
16.64,1
-0.92,1
5.55,1
1.85,1
14.79,1
18.49,1
7.40,1
0.92,1
18.49,1
19.41,1
18.49,1
-30.51,1
32.35,1
11.09,1
9.24,1
18.49,1
13.87,1
21.26,1
23.11,1
-19.41,1
-1.85,1
-18.49,1
-8.32,1
-3.70,1
-7.40,1
14.79,1
-21.26,1
-7.40,1
15.72,1
-4.62,1
-17.56,1
-5.55,1
0.92,1
15.72,1
-7.40,1
7.40,1
20.34,1
2.77,1
-2.77,1
-3.70,1
1.85,1
-5.55,1
-26.81,1
21.26,1
7.40,1
15.72,1
-0.92,1
-19.41,1
17.56,1
-4.62,1
43.45,1
3.70,1
-15.72,1
-5.55,1
-20.34,1
-30.51,1
-24.96,1
1.85,1
9.24,1
11.09,1
-11.09,1
3.70,1
16.64,1
10.17,1
4.62,1
-26.81,1
27.73,1
-5.55,1
-7.40,1
9.24,1
6.47,1
-24.04,1
2.77,1
-0.92,1
27.73,1
8.32,1
8.32,1
-16.64,1
3.70,1
13.87,1
-13.87,1
8.32,1
13.87,1
1.85,1
-16.64,1
-0.00,1
-21.26,1
10.17,1
26.81,1
25.88,1
1.85,1
22.19,1
-0.92,1
-3.70,1
-10.17,1
7.40,1
-6.47,1
-6.47,1
-8.32,1
-8.32,1
0.00,1
-0.92,1
25.88,1
5.55,1
-16.64,1
26.81,1
-17.56,1
-2.77,1
-11.09,1
-22.19,1
5.55,1
16.64,1
-7.40,1
-10.17,1
12.94,1
32.35,1
-9.24,1
27.73,1
-23.11,1
2.77,1
12.02,1
4.62,1
-12.02,1
1.85,1
22.19,1
0.00,1
-2.77,1
-11.09,1
-0.92,1
-7.40,1
16.64,1
4.62,1
-23.11,1
-16.64,1
2.77,1
4.62,1
-6.47,1
8.32,1
-3.70,1
-14.79,1
0.00,1
-12.02,1
0.92,1
4.62,1
0.92,1
-0.92,1
5.55,1
-21.26,1
18.49,1
0.92,1
-3.70,1
-6.47,1
-17.56,1
-0.92,1
2.77,1
6.47,1
20.34,1
-9.24,1
-2.77,1
20.34,1
22.19,1
-5.55,1
-24.04,1
-1.85,1
-3.70,1
0.92,1
-11.09,1
-19.41,1
9.24,1
-11.09,1
-19.41,1
12.94,1
9.24,1
-0.92,1
-9.24,1
12.02,1
-15.72,1
-6.47,1
-8.32,1
14.79,1
0.00,1
-2.77,1
4.62,1
12.02,1
-18.49,1
7.40,1
-6.47,1
-12.02,1
23.11,1
35.13,1
-0.92,1
-4.62,1
23.11,1
7.40,1
4.62,1
-3.70,1
8.32,1
7.40,1
5.55,1
-3.70,1
-4.62,1
-10.17,1
12.02,1
9.24,1
7.40,1
-4.62,1
-14.79,1
-4.62,1
6.47,1
-24.04,1
-5.55,1
1.85,1
-14.79,1
-5.55,1
-17.56,1
30.51,1
11.09,1
8.32,1
-0.00,1
7.40,1
14.79,1
-3.70,1
-34.20,1
-6.47,1
5.55,1
-7.40,1
-10.17,1
-9.24,1
-1.85,1
-19.41,1
14.79,1
-2.77,1
-12.94,1
22.19,1
29.58,1
7.40,1
-15.72,1
-24.96,1
9.24,1
11.09,1
14.79,1
-2.77,1
17.56,1
0.00,1
10.17,1
1.85,1
8.32,1
7.40,1
-3.70,1
-22.19,1
-26.81,1
21.26,1
7.40,1
13.87,1
6.47,1
2.77,1
-6.47,1
12.02,1
11.09,1
-0.92,1
3.70,1
-14.79,1
22.19,1
-16.64,1
-2.77,1
-17.56,1
-12.02,1
26.81,1
12.02,1
-2.77,1
5.55,1
15.72,1
-11.09,1
34.20,1
24.04,1
6.47,1
30.51,1
-30.51,1
4.62,1
12.94,1
-1.85,1
12.94,1
8.32,1
9.24,1
3.70,1
-43.45,1
-10.17,1
-2.77,1
22.19,1
-7.40,1
-12.94,1
24.96,1
-23.11,1
21.26,1
5.55,1
18.49,1
-16.64,1
8.32,1
18.49,1
17.56,1
14.79,1
9.24,1
20.34,1
24.04,1
-14.79,1
3.70,1
6.47,1
-12.02,1
3.70,1
-12.02,1
-13.87,1
-16.64,1
5.55,1
-11.09,1
-8.32,1
3.70,1
11.09,1
15.72,1
0.92,1
14.79,1
-17.56,1
20.34,1
21.26,1
9.24,1
7.40,1
19.41,1
12.02,1
4.62,1
-10.17,1
9.24,1
-4.62,1
-4.62,1
0.92,1
14.79,1
-1.85,1
-24.04,1
-7.40,1
8.32,1
9.24,1
13.87,1
-14.79,1
-12.94,1
-12.02,1
7.40,1
12.94,1
5.55,1
4.62,1
-19.41,1
-22.19,1
-17.56,1
-31.43,1
9.24,1
-8.32,1
-12.02,1
22.19,1
-3.70,1
-36.05,1
10.17,1
11.09,1
11.09,1
24.04,1
27.73,1
10.17,1
4.62,1
-38.83,1
-30.51,1
-0.92,1
0.00,1
-41.60,1
24.04,1
9.24,1
-10.17,1
13.87,1
16.64,1
42.52,1
-15.72,1
9.24,1
-12.02,1
10.17,1
10.17,1
9.24,1
-6.47,1
-13.87,1
8.32,1
-14.79,1
-8.32,1
10.17,1
-27.73,1
6.47,1
2.77,1
20.34,1
-3.70,1
8.32,1
-22.19,1
-12.02,1
7.40,1
-9.24,1
-0.92,1
0.00,1
36.05,1
22.19,1
9.24,1
-4.62,1
-10.17,1
-6.47,1
-12.94,1
-19.41,1
3.70,1
21.26,1
-0.92,1
16.64,1
22.19,1
-4.62,1
4.62,1
-2.77,1
-3.70,1
-6.47,1
-13.87,1
-6.47,1
11.09,1
-14.79,1
7.40,1
11.09,1
6.47,1
0.92,1
12.02,1
-16.64,1
-5.55,1
2.77,1
-10.17,1
0.92,1
1.85,1
13.87,1
7.40,1
-20.34,1
-6.47,1
12.02,1
12.94,1
15.72,1
-6.47,1
10.17,1
-21.26,1
-12.94,1
8.32,1
12.94,1
3.70,1
-0.92,1
17.56,1
-31.43,1
-6.47,1
-16.64,1
-12.02,1
-8.32,1
-13.87,1
5.55,1
7.40,1
-6.47,1
-10.17,1
4.62,1
-26.81,1
23.11,1
9.24,1
-11.09,1
-4.62,1
-13.87,1
-24.96,1
30.51,1
-8.32,1
12.94,1
-33.28,1
13.87,1
11.09,1
-3.70,1
36.05,1
0.92,1
-19.41,1
-3.70,1
1.85,1
-16.64,1
2.77,1
2.77,1
-0.92,1
5.55,1
-24.04,1
-19.41,1
21.26,1
-0.92,1
0.92,1
16.64,1
-24.04,1
13.87,1
6.47,1
16.64,1
14.79,1
-23.11,1
-12.94,1
-26.81,1
-24.04,1
-8.32,1
12.94,1
-7.40,1
1.85,1
13.87,1
21.26,1
24.04,1
11.09,1
-1.85,1
5.55,1
-23.11,1
16.64,1
-17.56,1
-21.26,1
-17.56,1
31.43,1
-6.47,1
-11.09,1
2.77,1
-9.24,1
2.77,1
-11.09,1
7.40,1
-18.49,1
-8.32,1
0.00,1
-5.55,1
-48.07,1
-0.92,1
26.81,1
32.35,1
-17.56,1
-1.85,1
13.87,1
-3.70,1
-9.24,1
24.04,1
23.11,1
10.17,1
3.70,1
-1.85,1
-27.73,1
13.87,1
-7.40,1
-24.04,1
13.87,1
7.40,1
-19.41,1
13.87,1
-19.41,1
-21.26,1
12.02,1
3.70,1
9.24,1
-6.47,1
1.85,1
-0.92,1
-6.47,1
24.96,1
-1.85,1
12.94,1
7.40,1
-3.70,1
-12.02,1
24.04,1
-34.20,1
-5.55,1
-12.02,1
-31.43,1
8.32,1
8.32,1
-39.75,1
14.79,1
-2.77,1
-0.92,1
-39.75,1
-23.11,1
-14.79,1
-13.87,1
-2.77,1
1.85,1
1.85,1
13.87,1
-14.79,1
12.94,1
14.79,1
1.85,1
16.64,1
-6.47,1
4.62,1
10.17,1
-8.32,1
-20.34,1
-9.24,1
5.55,1
24.04,1
-5.55,1
-13.87,1
-17.56,1
-36.98,1
4.62,1
-19.41,1
15.72,1
-13.87,1
22.19,1
17.56,1
19.41,1
-5.55,1
-16.64,1
3.70,1
-14.79,1
8.32,1
-20.34,1
4.62,1
-0.92,1
8.32,1
-8.32,1
10.17,1
-8.32,1
-1.85,1
-19.41,1
-0.92,1
20.34,1
-14.79,1
8.32,1
-0.92,1
19.41,1
-5.55,1
2.77,1
24.96,1
-19.41,1
12.02,1
9.24,1
-15.72,1
-12.94,1
41.60,1
6.47,1
-5.55,1
17.56,1
22.19,1
26.81,1
